idx,x1,y1,x2,y2,dx,dy,len,angle_deg,label,mid_x,mid_y,roi_overlap,norm_x,norm_y
71,741,415,931,559,190,144,238.40302011509837,37.15829678489694,1,836.0,487.0,-1,0.81640625,0.8324786324786325
72,253,559,295,559,42,0,42.0,0.0,0,274.0,559.0,-1,0.267578125,0.9555555555555556
73,515,542,527,362,12,-180,180.3995565404749,93.81407483429035,2,521.0,452.0,-1,0.5087890625,0.7726495726495727
74,296,560,358,560,62,0,62.0,0.0,0,327.0,560.0,-1,0.3193359375,0.9572649572649573
75,894,554,1000,555,106,1,106.00471687618433,0.5405101871306666,0,947.0,554.5,-1,0.9248046875,0.9478632478632478
76,615,346,673,347,58,1,58.008620049092706,0.98776039963981,0,644.0,346.5,-1,0.62890625,0.5923076923076923
77,773,563,826,563,53,0,53.0,0.0,0,799.5,563.0,-1,0.78076171875,0.9623931623931624
78,447,418,607,418,160,0,160.0,0.0,0,527.0,418.0,-1,0.5146484375,0.7145299145299145
79,287,379,359,385,72,6,72.24956747275377,4.763641690726178,0,323.0,382.0,-1,0.3154296875,0.652991452991453
80,513,359,685,356,172,-3,172.02616080119907,179.0007563297427,0,599.0,357.5,-1,0.5849609375,0.6111111111111112
81,107,546,180,500,73,-46,86.28441342444185,147.78345394142437,2,143.5,523.0,-1,0.14013671875,0.8940170940170941
82,89,515,172,515,83,0,83.0,0.0,0,130.5,515.0,-1,0.12744140625,0.8803418803418803
83,351,370,526,370,175,0,175.0,0.0,0,438.5,370.0,-1,0.42822265625,0.6324786324786325
84,895,525,933,552,38,27,46.61544808322666,35.39479584498706,1,914.0,538.5,-1,0.892578125,0.9205128205128205
85,841,484,934,549,93,65,113.46365056704283,34.95065141187513,1,887.5,516.5,-1,0.86669921875,0.8829059829059829
86,535,353,700,365,165,12,165.43578814754684,4.159642293712642,0,617.5,359.0,-1,0.60302734375,0.6136752136752137
87,579,364,698,364,119,0,119.0,0.0,0,638.5,364.0,-1,0.62353515625,0.6222222222222222
88,983,573,1018,574,35,1,35.014282800023196,1.6365770416167182,0,1000.5,573.5,-1,0.97705078125,0.9803418803418803
89,317,523,492,526,175,3,175.025712396779,0.982117163224188,0,404.5,524.5,-1,0.39501953125,0.8965811965811966
90,440,371,526,371,86,0,86.0,0.0,0,483.0,371.0,-1,0.4716796875,0.6341880341880342
91,287,380,355,380,68,0,68.0,0.0,0,321.0,380.0,-1,0.3134765625,0.6495726495726496
92,309,419,412,355,103,-64,121.26417442921878,148.14486761755074,2,360.5,387.0,-1,0.35205078125,0.6615384615384615
93,653,356,805,463,152,107,185.88437266214714,35.14352917863732,1,729.0,409.5,-1,0.7119140625,0.7
94,168,559,252,558,84,-1,84.00595217006948,179.31793960682734,0,210.0,558.5,-1,0.205078125,0.9547008547008548
95,962,522,1010,550,48,28,55.569775957799216,30.256437163529263,1,986.0,536.0,-1,0.962890625,0.9162393162393162
96,89,552,159,508,70,-44,82.68010643437755,147.84770485871766,2,124.0,530.0,-1,0.12109375,0.905982905982906
97,777,557,817,557,40,0,40.0,0.0,0,797.0,557.0,-1,0.7783203125,0.9521367521367521
98,737,419,793,421,56,2,56.0357029044876,2.0454084888872277,0,765.0,420.0,-1,0.7470703125,0.717948717948718
99,815,520,958,520,143,0,143.0,0.0,0,886.5,520.0,-1,0.86572265625,0.8888888888888888
100,269,310,296,420,27,110,113.26517558367179,76.20913310263902,1,282.5,365.0,-1,0.27587890625,0.6239316239316239
101,852,500,905,495,53,-5,53.23532661682466,174.6106882400266,0,878.5,497.5,-1,0.85791015625,0.8504273504273504
102,251,293,284,424,33,131,135.09256086106296,75.8608916883495,1,267.5,358.5,-1,0.26123046875,0.6128205128205129
103,483,522,560,526,77,4,77.10382610480494,2.9737310824801084,0,521.5,524.0,-1,0.50927734375,0.8957264957264958
104,458,535,606,522,148,-13,148.56984889270097,174.98014635798046,0,532.0,528.5,-1,0.51953125,0.9034188034188034
105,516,519,625,522,109,3,109.04127658827184,1.576550055183732,0,570.5,520.5,-1,0.55712890625,0.8897435897435897
106,899,491,1019,563,120,72,139.9428454762872,30.96375653207352,1,959.0,527.0,-1,0.9365234375,0.9008547008547009
107,431,382,569,382,138,0,138.0,0.0,0,500.0,382.0,-1,0.48828125,0.652991452991453
